seed,metareasoning_think_rate,metareasoning_never_utility,cond_000_utility,cond_000_regret,cond_000_obs_brier,cond_000_final_brier,cond_000_cat_exposure,cond_000_risky_rate,cond_001_utility,cond_001_regret,cond_001_obs_brier,cond_001_final_brier,cond_001_cat_exposure,cond_001_risky_rate,cond_010_utility,cond_010_regret,cond_010_obs_brier,cond_010_final_brier,cond_010_cat_exposure,cond_010_risky_rate,cond_011_utility,cond_011_regret,cond_011_obs_brier,cond_011_final_brier,cond_011_cat_exposure,cond_011_risky_rate,cond_100_utility,cond_100_regret,cond_100_obs_brier,cond_100_final_brier,cond_100_cat_exposure,cond_100_risky_rate,cond_101_utility,cond_101_regret,cond_101_obs_brier,cond_101_final_brier,cond_101_cat_exposure,cond_101_risky_rate,cond_110_utility,cond_110_regret,cond_110_obs_brier,cond_110_final_brier,cond_110_cat_exposure,cond_110_risky_rate,cond_111_utility,cond_111_regret,cond_111_obs_brier,cond_111_final_brier,cond_111_cat_exposure,cond_111_risky_rate
96011,0.2418,3.9561164962419237,1.9234682018304083,2.169133157170137,0.06498271800209222,0.06498271800209222,0.028380478923797477,0.4278,2.794173726444226,1.303991384965393,0.06175098318871726,0.06175098318871726,0.0114411650805971,0.1726,1.8970464547025874,2.1724236062090454,0.06369018786779203,0.06369018786779203,0.028354131250822853,0.425,2.7297437743914283,1.3583920942895273,0.06161353406987528,0.06161353406987528,0.012148560808406398,0.1844,3.303238835197616,0.8205331144412455,0.016628324877392707,0.016628324877392707,0.022657265300412347,0.4594,3.978929077432906,0.13731369385268652,0.01691819602781018,0.01691819602781018,0.011440724543810173,0.2948,3.920590935937219,0.20959489569007891,0.016173668314126102,0.0004589396224136073,0.01738396688592269,0.3726,4.112325400723737,0.0011959504137963857,0.017167013382311285,0.00043127618555788435,0.010449478309502883,0.2564
96112,0.2254,3.9227960062773155,2.030633905282664,2.030363599715819,0.0569105140600027,0.0569105140600027,0.028336290668376892,0.433,2.7280254160882724,1.2563414552835737,0.056519689956381465,0.056519689956381465,0.01151799860857365,0.1722,2.000171362390848,2.041409395518641,0.05680932533380555,0.05680932533380555,0.028028458504528748,0.428,2.816741775310966,1.2378505309281962,0.05446336026207673,0.05446336026207673,0.011602963968150207,0.1796,3.273564506859462,0.7691117957782627,0.014743389752061728,0.014743389752061728,0.022730838655594162,0.458,3.861099309893363,0.12300065227668842,0.017019258024354063,0.017019258024354063,0.010739782237983678,0.2734,3.7834858861836604,0.23394465608022125,0.014208868632222186,6.348930789133645e-05,0.017227994804160412,0.361,4.001296822327668,0.0007370727078547638,0.015047735832398048,6.448973530539879e-05,0.0099079801257409,0.2488
96213,0.2122,3.9552677156836005,1.973603581610231,2.073597989094306,0.059957191227473276,0.059957191227473276,0.027786377057045092,0.4202,2.8363491366473332,1.316005269817722,0.0599526285341623,0.0599526285341623,0.011897302950568747,0.1846,1.986159150097724,2.0453489720628504,0.058609679469086906,0.058609679469086906,0.027619472316326107,0.417,2.779586703715709,1.349352093373832,0.06004098462285985,0.06004098462285985,0.011740743998125731,0.1798,3.3066814740056762,0.7709491378826427,0.017216670733400524,0.017216670733400524,0.022067655399758985,0.4432,3.911228877517228,0.1221783432761309,0.016967273612289148,0.016967273612289148,0.01112664477634568,0.2784,3.836206322303224,0.22876709743424267,0.01732313392133867,0.00022788507835111479,0.017643253294177732,0.3658,4.0408805125953196,0.0009139475797164433,0.016052113410993343,0.00021208752295809124,0.010164967245295873,0.249
96314,0.2294,3.8782637582290045,1.8391158056493666,2.147141271946527,0.06095810691567961,0.06095810691567961,0.02829141772880133,0.4212,2.743160055156249,1.3695960344364786,0.06326862005608085,0.06326862005608085,0.011853952151519926,0.1792,1.9962745858972681,2.0658842997054863,0.061528134452767946,0.061528134452767946,0.02868273188999883,0.4372,2.817709037025592,1.2428364739657092,0.05924746859984195,0.05924746859984195,0.011923580587430191,0.1822,3.296980401439853,0.7942630714679159,0.016473266051296787,0.016473266051296787,0.022940652755200148,0.4608,3.9365549674899825,0.12802592771601207,0.016600353513116572,0.016600353513116572,0.011555554853332916,0.2896,3.830918159091136,0.20974927957696446,0.017882699251664115,0.00011438449340228796,0.0165243737114112,0.352,4.079052286970276,0.0005754135052971188,0.015771635269015205,0.0001193752088624674,0.010729942794953982,0.2622
96415,0.2356,3.8643625599772533,1.9054244339376423,2.0794064623966717,0.05679705274116553,0.05679705274116553,0.027321879298363543,0.4106,2.735916483511719,1.282592484851278,0.05777773182550384,0.05777773182550384,0.009609474067303362,0.1436,1.9052330798740962,2.1010309496124226,0.05620872336713787,0.05620872336713787,0.02781046796491088,0.4234,2.798997400144054,1.1610504395837307,0.05666778488009989,0.05666778488009989,0.009396968762764366,0.1428,3.2709797818143698,0.7387064711929999,0.014413376300348758,0.014413376300348758,0.02158027333895582,0.449,3.887801072482374,0.09908230574122055,0.013892200693743086,0.013892200693743086,0.010338651571203701,0.2726,3.79652763686733,0.23202595856549607,0.014826098765941109,0.000329789202456683,0.01718608308757019,0.37,4.016179901679949,0.003230003871654077,0.013359893163272966,0.0003184527164802596,0.009581545876733074,0.2448
96516,0.253,3.9045567051894783,1.7869117756172428,2.2966664732258733,0.06870465042886982,0.06870465042886982,0.028751685599888673,0.432,2.627734296467157,1.4558551636284263,0.06695856103134176,0.06695856103134176,0.013097930717328888,0.1968,1.8052525794903154,2.266403312495294,0.06754423313496763,0.06754423313496763,0.028746334121950236,0.433,2.65811565794212,1.4079413398454856,0.06774809121713021,0.06774809121713021,0.013014647974933648,0.1978,3.2218921354930843,0.8808467557169962,0.021983488211389624,0.021983488211389624,0.021868125361921575,0.4512,3.922576647146679,0.16790094564316504,0.021328685554980253,0.021328685554980253,0.011845412854051449,0.2962,3.842008506311427,0.22960501030996192,0.020905694075100782,0.00045164970354876817,0.016805817570261665,0.359,4.027530163193545,0.004409543701486762,0.02277254843816919,0.00045881094866137193,0.011161010172284514,0.2612
96617,0.2888,3.8295418162871693,1.9007921059872515,2.172756101784458,0.062260025437997704,0.062260025437997704,0.028070059302009714,0.427,2.68296729893824,1.3371271868442454,0.06394924933898985,0.06394924933898985,0.01012684620572643,0.1502,1.9490554765040433,2.1023192768123207,0.06051082456003633,0.06051082456003633,0.02720890733583996,0.4142,2.774130957682765,1.1767265225464671,0.058504023831875064,0.058504023831875064,0.009662947278006612,0.147,3.11656735261011,0.8705110910731922,0.021910759660752007,0.021910759660752007,0.021767997132792868,0.4432,3.8225461843112303,0.14343428149785886,0.02332381634187392,0.02332381634187392,0.01005315726076129,0.261,3.7986054836688097,0.21719858197563,0.022953357848111325,0.0002660574515753229,0.016640813222278145,0.353,3.995310046063039,0.002075084650535318,0.022534738804959462,0.0002533713834324004,0.009377020436113848,0.2326
96718,0.312,3.7123355927054944,1.8923163174705506,2.1159467979453637,0.06149157775190744,0.06149157775190744,0.025675728382754875,0.3928,2.7558439626350517,1.258970607197297,0.06615006092962541,0.06615006092962541,0.006224264745403809,0.0912,1.7925908944972293,2.1952292259293804,0.0636627288680034,0.0636627288680034,0.026217460261026837,0.395,2.7869319726488144,1.2166673670139618,0.06472324053316096,0.06472324053316096,0.005770188210559379,0.086,3.072968397312182,0.8940209172413959,0.027220965195642623,0.027220965195642623,0.020994647196420236,0.4472,3.7858903330194016,0.22959556883838986,0.025939978418721695,0.025939978418721695,0.010623672702866613,0.284,3.8014520130805307,0.23260554880357245,0.02561647909157576,0.00013847757724024787,0.016421664682941393,0.3594,3.9377512005435187,0.0017209810118118266,0.025531800456118036,0.0001409786406975078,0.008786231646436115,0.2298
96819,0.2622,3.9163156350609882,1.7458544027341358,2.3576262406622854,0.07273769770553101,0.07273769770553101,0.029115092453863373,0.4362,2.5668456522123155,1.516289619966937,0.07245070956663838,0.07245070956663838,0.014082259377574667,0.2098,1.8922246771433144,2.2866242780847528,0.06942609114154619,0.06942609114154619,0.029067517721033914,0.443,2.648937743328815,1.5217277001067337,0.07015362494427371,0.07015362494427371,0.013713575678327863,0.2088,3.1437622061557495,0.945453100985349,0.025616574270475076,0.025616574270475076,0.02300038817206182,0.4626,3.960778199978968,0.16829651753774874,0.025548941550487588,0.025548941550487588,0.011821880247592785,0.2964,3.8912092935691938,0.21957922058754112,0.023708200618992342,0.000245830363687783,0.017047932749672857,0.3558,4.174649059959398,0.0018903838000708959,0.024966840805333866,0.0002608091744277437,0.011183238850499459,0.2722
96920,0.2338,3.8911308222829,1.9255098060004057,2.1449139443579646,0.05889107752488469,0.05889107752488469,0.028870188170082765,0.4342,2.8290514876811477,1.2353556494432325,0.05530091931754712,0.05530091931754712,0.011975396150544708,0.1832,1.9475424968438084,2.0672285733127302,0.05727226004397906,0.05727226004397906,0.028081328996834968,0.4224,2.6596848494213847,1.3067685380035008,0.05955866594270397,0.05955866594270397,0.012218938026562822,0.1794,3.22525217161996,0.7808659176615558,0.015545810935622534,0.015545810935622534,0.023228142898276186,0.4584,3.9494169389583638,0.12424967270942712,0.016979660724008017,0.016979660724008017,0.011240297964758337,0.2868,3.8206538757998043,0.2227966178617168,0.01591916330770366,9.193009032456242e-06,0.017604284097218086,0.3662,4.026355459745668,0.0017531091312729989,0.015578140008676794,9.520951055336126e-06,0.010181710288800513,0.2476
97021,0.215,3.9439956865966095,1.7750765482404771,2.1978386025512715,0.06324039545932583,0.06324039545932583,0.028233176006211384,0.42,2.6851376003497256,1.306030367021985,0.05911306030194405,0.05911306030194405,0.00984768226242392,0.145,1.8606155660145989,2.2015171031254255,0.06067243427827243,0.06067243427827243,0.028217495390962893,0.4264,2.7708503580495822,1.3038686134127908,0.05797208921954134,0.05797208921954134,0.009863888522534463,0.1498,3.2933657847362707,0.7646817440414241,0.016597162485153458,0.016597162485153458,0.022490091106520664,0.4626,3.859050266426426,0.1421028288383551,0.018003820322431637,0.018003820322431637,0.010344128896606214,0.2708,3.8448309466692385,0.23258244542476494,0.018670414237611614,5.4153899838434574e-05,0.017509986719742715,0.3716,4.01570432860833,0.002516160152475772,0.018111650163251464,5.1678025192342145e-05,0.009812263159564794,0.2438
97122,0.221,3.9355080889691454,1.8631094713832739,2.191326742630502,0.06038312345869848,0.06038312345869848,0.028668164852250277,0.4322,2.773583170142601,1.258556193818917,0.05797183360906481,0.05797183360906481,0.010016964428211171,0.1504,1.9020267517480682,2.107395063532036,0.05910091142981378,0.05910091142981378,0.028266699559026744,0.4244,2.80990281231236,1.2367733258087152,0.058359478800177535,0.058359478800177535,0.009648265453948656,0.147,3.3495736989434555,0.7136405611080164,0.012557249396413997,0.012557249396413997,0.021951898943639667,0.4556,3.9913810551145534,0.08884156375943188,0.012385031336533911,0.012385031336533911,0.010624254126865858,0.2816,3.776067190935881,0.24216067893415985,0.011734586373482054,0.0002574181919544947,0.017343164658792112,0.3666,4.018544698226063,0.0015872130498034201,0.01186146017231997,0.0002663335320678578,0.009478633706752603,0.2396
97223,0.336,3.8964343550692444,1.8492630348221915,2.115900302732642,0.05906463839167853,0.05906463839167853,0.028715834756225092,0.4316,2.692367114915024,1.2959966892798063,0.06133854590168581,0.06133854590168581,0.013083115322323214,0.1996,1.813984038197452,2.176875542684333,0.061362113296377925,0.061362113296377925,0.028862788564323547,0.435,2.6292913134151514,1.4132832742317412,0.061217211044842464,0.061217211044842464,0.012966746561426037,0.196,2.9945252634019117,0.9882509707156165,0.02574788343735815,0.02574788343735815,0.022747690696209254,0.445,3.8617070963801927,0.11288189553543357,0.026539027925888536,0.026539027925888536,0.010636410657062223,0.2648,3.687074134504467,0.303172011134466,0.025296322937756667,0.0014597671446770404,0.017658183301119505,0.3548,3.9857060722195032,0.00950718720630181,0.02606661450925815,0.0014974005474525354,0.009601367763121814,0.233
97324,0.2198,4.027692270711711,1.9768679504185636,2.1504828706791654,0.0638316964694937,0.0638316964694937,0.028666657734824543,0.434,2.683173237016849,1.4363152313907037,0.06556359674116266,0.06556359674116266,0.012917601759347346,0.1918,1.9355348147019067,2.142759233463392,0.06346571301068685,0.06346571301068685,0.02841237678607785,0.4258,2.7894572006135427,1.3464681772848166,0.06488703711196163,0.06488703711196163,0.01284055704176361,0.1968,3.3065356248616307,0.8022886211842276,0.01810936537236152,0.01810936537236152,0.022351795992519408,0.4492,3.945569490441417,0.17094420100498678,0.018721348682519675,0.018721348682519675,0.01172850601751605,0.2978,3.9790411819840332,0.22003281063968316,0.017319265852005432,1.1394496103914544e-05,0.018023510331134973,0.3824,4.10525279764919,0.00041302666416627394,0.017714055202639974,1.1525495319381043e-05,0.010290941532879015,0.2514
97425,0.1996,3.855212594803733,1.9486397064513687,2.084340675360554,0.056382529906651664,0.056382529906651664,0.028546396595344442,0.4324,2.764486823964071,1.2466498622613034,0.054974058918826646,0.054974058918826646,0.011817492650216768,0.1758,1.9028705966778439,2.0848136323375193,0.0569079832637956,0.0569079832637956,0.02883738964659709,0.4328,2.678378523551558,1.3180583764496256,0.05773621621513991,0.05773621621513991,0.012432423944561434,0.1858,3.223793093124765,0.7758469753023429,0.015082674347712785,0.015082674347712785,0.021948161416764728,0.4416,3.985022263722733,0.09243959502313202,0.013876230728705844,0.013876230728705844,0.010927800475800902,0.2852,3.7123095916579296,0.30576948522673436,0.014757402800571043,0.0002675581255972802,0.01798173105624624,0.3748,4.013544406013168,0.00123787635560299,0.015847840117399665,0.0002637992010083422,0.010036457396880085,0.2494
97526,0.1794,3.954675392680403,1.905036817874258,2.241532364015078,0.06734786167389444,0.06734786167389444,0.02868470723706797,0.4364,2.6903123946296468,1.4097143968310477,0.06836255680848696,0.06836255680848696,0.011158119153286676,0.167,1.8624394528942299,2.2515416379435034,0.06871157920445575,0.06871157920445575,0.027975793482201073,0.4232,2.6790718113278826,1.3717818301334828,0.06743815071672644,0.06743815071672644,0.01095330495738944,0.1624,3.461826059743084,0.6772731009388179,0.01177797332537598,0.01177797332537598,0.022409883575343608,0.4662,3.9603024087909806,0.11231762203508479,0.01235643773069201,0.01235643773069201,0.011112153617370935,0.2864,3.7926200037977162,0.29017128522692326,0.012107152749101461,0.00043822448869043883,0.018180384793670002,0.3872,4.073866592602015,0.0016255841117203235,0.012112054032769617,0.0004576288812783341,0.010735804838390258,0.269
97627,0.2402,3.9157005169951926,2.16572116448885,1.976963842086374,0.05777949265294808,0.05777949265294808,0.02752730844687984,0.4262,2.7331798150225457,1.3633732759977708,0.06159150994871117,0.06159150994871117,0.012645664226718407,0.1898,1.964211911126673,2.154586348723108,0.06319851136189684,0.06319851136189684,0.02822013642722423,0.4266,2.705800790017516,1.3628474058805984,0.06233728791284152,0.06233728791284152,0.012998995700038323,0.194,3.1121028705187714,0.9472943280028656,0.022852681531013358,0.022852681531013358,0.02252503937262102,0.4562,3.8971412154811405,0.1648908327331287,0.0193981431831841,0.0193981431831841,0.011655331355715075,0.2918,3.8624891865008837,0.21137689808832516,0.020137617661567873,0.0001344695560641788,0.017033998976927346,0.3572,4.036287961155744,0.0016517686370421494,0.020269971295900722,0.00013003384410455648,0.010400914191963985,0.2524
97728,0.205,4.007158577665615,1.9722637604296651,2.094249074465784,0.0621081307087328,0.0621081307087328,0.02795545458862287,0.4202,2.7790376195504063,1.223861088432421,0.058719196375424394,0.058719196375424394,0.01154863187786617,0.173,2.0893778515978387,2.0209047423161572,0.05930147521053703,0.05930147521053703,0.02751277869681033,0.4206,2.7332460465704522,1.2907346710129222,0.058731111834624504,0.058731111834624504,0.012499631244885734,0.1856,3.319915081707302,0.7215870754597417,0.01271655915148209,0.01271655915148209,0.02212860429672028,0.4542,3.9750811470635874,0.12743185375924612,0.012408192755726756,0.012408192755726756,0.01141327564208134,0.2966,3.874180549888107,0.21623687676173003,0.012415368331536919,0.00014755198781193614,0.017468440233623844,0.3714,4.092404137107706,0.0011887907322060745,0.012326938270298834,0.00014154809437557647,0.010559583316489221,0.2658
97829,0.2364,3.9865296773960393,2.063087776853193,2.0019669985793445,0.056721579646057924,0.056721579646057924,0.028168028392186704,0.431,2.7291409143916425,1.3576225222137888,0.06049250241382638,0.06049250241382638,0.013591231087094707,0.2062,1.9259927213857173,2.109830133935985,0.05978659923162278,0.05978659923162278,0.028480779295566253,0.4264,2.712267964004904,1.350662088755797,0.05943592398773652,0.05943592398773652,0.012897232213932984,0.1944,3.1855457168481203,0.8518803043710926,0.018776656914739304,0.018776656914739304,0.022775183148293045,0.437,3.993534606185154,0.0918718885099731,0.019449333287222,0.019449333287222,0.010967130246379665,0.2718,3.8178138909141017,0.24534849961171218,0.01954507736372741,0.0009888822463922284,0.017590764914636167,0.3598,4.092627032264043,0.008700432299287507,0.017947677038122674,0.000989362705488901,0.009952434564340064,0.2444
97930,0.2574,3.9204534157208726,1.7617626756108737,2.2655095058016395,0.0664382916620161,0.0664382916620161,0.028421362354070952,0.4276,2.684635280622356,1.3381487410488007,0.06452950098859755,0.06452950098859755,0.01071180388151568,0.1598,1.883873163020055,2.1860276479172995,0.062350129886113735,0.062350129886113735,0.028087872834963758,0.4278,2.6783103844474856,1.328522465839325,0.06408275737612916,0.06408275737612916,0.010697816333392245,0.1612,3.196736886881948,0.8567008795400168,0.0196424735602005,0.0196424735602005,0.022261148577545128,0.455,3.972140308338855,0.14069274714373914,0.019532100306540394,0.019532100306540394,0.011265263372057728,0.2922,3.7515237024801302,0.25573770407387597,0.018439623478262262,0.0007805968418145256,0.01763675338408049,0.3636,4.0181215850703556,0.004762307886177375,0.019097786318035638,0.0007804352662848005,0.009605490662144974,0.2388
98031,0.2148,3.966391926593562,1.891007795011653,2.1705420473506103,0.06378961274181037,0.06378961274181037,0.02866147953156998,0.4314,2.7075757003180936,1.3924512390053523,0.06444024050588382,0.06444024050588382,0.014338358455370796,0.2192,1.9030959173939068,2.131985597904394,0.06352284813919067,0.06352284813919067,0.028140511611590608,0.4232,2.700186906362699,1.3824634813203152,0.06320871430845279,0.06320871430845279,0.014501616272907789,0.2206,3.194296842394853,0.8982804903762912,0.02032910221907306,0.02032910221907306,0.02292764130775261,0.465,3.840360259101953,0.16933905387885193,0.02033446150872549,0.02033446150872549,0.011351008428633957,0.2854,3.830043530350496,0.24777974322657628,0.021206980506521953,0.0004325883580317159,0.017823397401430657,0.3754,4.0352331175596206,0.005141813312611638,0.020421168578133538,0.0004033323502140096,0.010824877335939202,0.2626
